2020-09-01;39914331
2020-08-31;39911428
2020-08-30;39911428
2020-08-29;39907217
2020-08-28;39903797
2020-08-27;39901005
2020-08-26;39897746
2020-08-25;39895251
2020-08-24;39892542
2020-08-23;39890429
2020-08-22;39888312
2020-08-21;39885516
2020-08-20;39882407
2020-08-19;39876419
2020-08-18;39876419
2020-08-17;39873031
2020-08-16;39871092
2020-08-15;39869040
2020-08-14;39866123
2020-08-13;39862894
2020-08-12;39859561
2020-08-11;39856394
2020-08-10;39853932
2020-08-09;39852197
2020-08-08;39850197
2020-08-07;39847406
2020-08-06;39844284
2020-08-05;39841589
2020-08-04;39838757
2020-08-03;39836313
2020-08-02;39834451
2020-08-01;39832378
2020-07-31;39828881
2020-07-30;39825964
2020-07-29;39822852
2020-07-28;39820008
2020-07-27;39817051
2020-07-26;39815036
2020-07-25;39812767
2020-07-24;39809578
2020-07-23;39806197
2020-07-22;39802434
2020-07-21;39799502
2020-07-20;
2020-07-19;39794489
2020-07-18;39791993
2020-07-17;39788839
2020-07-16;39782899
2020-07-15;
2020-07-14;39780091
2020-07-13;39777081
2020-07-12;39774693
2020-07-11;39772209
2020-07-10;39768914
2020-07-09;39765957
2020-07-08;39762657
2020-07-07;39759746
2020-07-06;39756744
2020-07-05;39754608
2020-07-04;39752299
2020-07-03;39749679
2020-07-02;39746656
2020-07-01;39743606
2020-06-30;39740512
2020-06-29;39737294
2020-06-28;39735018
2020-06-27;39732549
2020-06-26;39728935
2020-06-25;39725876
2020-06-24;39722811
2020-06-23;39719416
2020-06-22;39716480
2020-06-21;39714417
2020-06-20;39712011
2020-06-19;39708958
2020-06-18;39705110
2020-06-17;39702090
2020-06-16;39699035
2020-06-15;39696014
2020-06-14;
2020-06-13;39690766
2020-06-12;39687419
2020-06-11;39683316
2020-06-10;39680108
2020-06-09;39676996
2020-06-08;39674370
2020-06-07;39672102
2020-06-06;39669730
2020-06-05;39666376
2020-06-04;39663202
2020-06-03;39659833
2020-06-02;39656593
2020-06-01;39652998
2020-05-31;39650258
2020-05-30;39647290
2020-05-29;
2020-05-28;39640210
2020-05-27;39637222
2020-05-26;39634231
2020-05-25;39631616
2020-05-24;39629371
2020-05-23;39627385
2020-05-22;39624214
2020-05-21;39621472
2020-05-20;39618539
2020-05-19;39615392
2020-05-18;39612583
2020-05-17;39610670
2020-05-16;39608455
2020-05-15;39605123
2020-05-14;39601870
2020-05-13;39598652
2020-05-12;39595622
2020-05-11;39592585
2020-05-10;39590681
2020-05-09;39588506
2020-05-08;39585662
2020-05-07;39582498
2020-05-06;39579628
2020-05-05;39576699
2020-05-04;39573608
2020-05-03;
2020-05-02;39569102
2020-05-01;39566155
2020-04-30;
2020-04-29;39560174
2020-04-28;
2020-04-27;39554288
2020-04-26;39552086
2020-04-25;39549931
2020-04-24;39546573
2020-04-23;39543510
2020-04-22;39540409
2020-04-21;39537712
2020-04-20;39534738
2020-04-19;39532659
2020-04-18;39530359
2020-04-17;39527095
2020-04-16;39523187
2020-04-15;39519730
2020-04-14;39516427
2020-04-13;39513206
2020-04-12;39510956
2020-04-11;39508566
2020-04-10;39505637
2020-04-09;39502113
2020-04-08;39498170
2020-04-07;39495201
2020-04-06;39492006
2020-04-05;39489535
2020-04-04;39487091
2020-04-03;39483724
2020-04-02;39480561
2020-04-01;39477447
2020-03-31;39474373
2020-03-30;39471000
2020-03-29;39468329
2020-03-28;39465743
2020-03-27;39462332
2020-03-26;39458769
2020-03-25;39455559
2020-03-24;39452307
2020-03-23;39448654
2020-03-22;39445232
2020-03-21;39442273
2020-03-20;39438427
2020-03-19;39434852
2020-03-18;39430422
2020-03-17;39426530
2020-03-16;39422291
2020-03-15;39419046
2020-03-14;39416183
2020-03-13;39412171
2020-03-12;39408272
2020-03-11;39404384
2020-03-10;39400760
2020-03-09;39397755
2020-03-08;39395194
2020-03-07;39392854
2020-03-06;39389836
2020-03-05;39387359
2020-03-04;39382628
2020-03-03;39378807
2020-03-02;39375337
2020-03-01;39372626
2020-02-29;39369823
2020-02-28;39366540
2020-02-27;39363830
2020-02-26;39360137
2020-02-25;39356917
2020-02-24;39354426
2020-02-23;39351993
2020-02-22;39349664
